Sample #,RandomID,Hair ID,Rapid Genomics ID,Site ID,Week,Check Date,Strand,Sample Quality,DNR ID,Database ID,PIT Tag,Bear,Sex,Year,Date,County,Region,What,Plate,Follicles,Abnormalitiy?,Comments,Address,Latitude,Longitude,,
727,727,233-24,UGA_173101_P008_WG12,HS 067,1,6/12/24,B,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,8,14,,,,32.43231,-83.45388,,
728,728,234-24,UGA_173101_P008_WH12,HS 027,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,8,13,,,,32.44472,-83.50545,,
729,729,235-24,UGA_173101_P009_WA01,HS 049,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,20,,,,32.49703,-83.52477,,
730,730,236-24,UGA_173101_P009_WB01,HS 036,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,10,,,,32.46896,-83.55585,,
731,731,237-24,UGA_173101_P009_WC01,HS 041,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,16,,,,32.48639,-83.57415,,
732,732,238-24,UGA_173101_P009_WD01,HS 027,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,5,,,,32.44472,-83.50545,,
733,733,239-24,UGA_173101_P009_WE01,HS 120,5,7/8/24,T,6 to 10,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,9,7,,,,32.57003,-83.50392,,
734,734,240-24,UGA_173101_P009_WF01,HS 030,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,7,,,,32.45655,-83.54399,,
735,735,241-24,UGA_173101_P009_WG01,HS 086,4,7/3/24,T,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,9,19,,,,32.50180,-83.48859,,
736,736,242-24,UGA_173101_P009_WH01,HS 045,3,6/27/24,B,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,8,,,,32.49782,-83.57367,,
737,737,243-24,UGA_173101_P009_WA02,HS 073,2,6/19/24,T,10+,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,9,13,,,,32.45933,-83.47077,,
738,738,244-24,UGA_173101_P009_WB02,HS 038,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,9,20,,,,32.47396,-83.50776,,
739,739,245-24,UGA_173101_P009_WC02,HS 045,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,9,6,,,,32.49782,-83.57367,,
740,740,246-24,UGA_173101_P009_WD02,HS 066,1,6/12/24,B,6 to 10,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,9,8,,,,32.42799,-83.46671,,
741,741,247-24,UGA_173101_P009_WE02,HS 001,7,7/23/24,B,6 to 10,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,9,5,,,,32.38816,-83.67687,,
742,742,248-24,UGA_173101_P009_WF02,HS 051,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,13,,,,32.50791,-83.54721,,
743,743,249-24,UGA_173101_P009_WG02,HS 030,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,15,,,,32.45655,-83.54399,,
744,744,250-24,UGA_173101_P009_WH02,HS 030,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,12,,,,32.45655,-83.54399,,
745,745,251-24,UGA_173101_P009_WA03,HS 033,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,7,,,,32.45800,-83.52334,,
746,746,252-24,UGA_173101_P009_WB03,HS 038,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,5,,,,32.47396,-83.50776,,
747,747,253-24,UGA_173101_P009_WC03,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,20,,,,32.45800,-83.52334,,
748,748,254-24,UGA_173101_P009_WD03,HS 050,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,17,,,,32.50752,-83.55628,,
749,749,255-24,UGA_173101_P009_WE03,HS 026,4,7/4/24,B,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,6,,,,32.44461,-83.52258,,
750,750,256-24,UGA_173101_P009_WC04,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,7,,,,32.45800,-83.52334,,
750,750,256-24,UGA_173101_P009_WF03,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,10,,,,32.45800,-83.52334,,
751,751,257-24,UGA_173101_P009_WG03,HS 012,7,7/22/24,T,10+,,,,,,2024,7/22/24,Houston,CGA,Hair Snare,9,16,,,,32.39073,-83.56828,,
752,752,258-24,UGA_173101_P009_WH03,HS 065,2,6/19/24,T,10+,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,9,10,,,,32.42075,-83.45467,,
753,753,259-24,UGA_173101_P009_WA04,HS 105,2,6/21/24,T,10+,,,,,,2024,6/21/24,Twiggs,CGA,Hair Snare,9,6,,,,32.53205,-83.40229,,
754,754,260-24,UGA_173101_P009_WB04,HS 001,4,7/2/24,B,6 to 10,,,,,,2024,7/2/24,Houston,CGA,Hair Snare,9,3,,,,32.38816,-83.67687,,
755,755,261-24,UGA_173101_P009_WD04,HS 050,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,17,,,,32.50752,-83.55628,,
756,756,262-24,UGA_173101_P009_WE04,HS 066,7,7/24/24,T,10+,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,9,10,,,,32.42799,-83.46671,,
757,757,263-24,UGA_173101_P009_WF04,HS 036,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,6,,,,32.46896,-83.55585,,
758,758,264-24,UGA_173101_P009_WG04,HS 028,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,12,,,,32.45919,-83.57036,,
759,759,266-24,UGA_173101_P009_WH04,HS 123,5,7/9/24,T,6 to 10,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,9,4,,,,32.57586,-83.44059,,
760,760,267-24,UGA_173101_P009_WA05,HS 139,2,6/18/24,T,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,9,5,,,,32.54836,-83.40818,,
761,761,268-24,UGA_173101_P009_WC05,HS 085,2,6/19/24,T,10+,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,9,8,,,,32.50086,-83.50836,,
762,762,269-24,UGA_173101_P009_WD05,HS 033,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,12,,,,32.45800,-83.52334,,
763,763,270-24,UGA_173101_P009_WE05,HS 034,5,7/11/24,T,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,9,5,,,,32.46086,-83.50418,,
764,764,271-24,UGA_173101_P009_WF05,HS 030,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,10,,,,32.45655,-83.54399,,
765,765,272-24,UGA_173101_P009_WG05,HS 025,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,12,,,,32.43851,-83.49664,,
766,766,273-24,UGA_173101_P009_WH05,HS 065,7,7/24/24,T,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,9,6,,,,32.42075,-83.45467,,
767,767,274-24,UGA_173101_P009_WA06,HS 144,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,10,,,,32.48561,-83.52997,,
768,768,275-24,UGA_173101_P009_WB06,HS 046,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,7,,,,32.50079,-83.56544,,
769,769,276-24,UGA_173101_P009_WC06,HS 042,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,10,,,,32.48712,-83.55912,,
770,770,277-24,UGA_173101_P009_WB05,HS 142,2,6/18/24,B,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,9,10,,,,32.60973,-83.44509,,
770,770,277-24,UGA_173101_P009_WD06,HS 142,2,6/18/24,B,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,9,11,,,,32.60973,-83.44509,,
771,771,278-24,UGA_173101_P009_WE06,HS 116,1,6/10/24,B,6 to 10,,,,,,2024,6/10/24,Twiggs,CGA,Hair Snare,9,10,,,,32.55930,-83.45468,,
772,772,279-24,UGA_173101_P009_WF06,HS 042,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,6,,,,32.48712,-83.55912,,
773,773,280-24,UGA_173101_P009_WG06,HS 049,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,9,,,,32.49703,-83.52477,,
774,774,281-24,UGA_173101_P009_WH06,HS 066,5,7/10/24,T,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,9,10,,,,32.42799,-83.46671,,
775,775,282-24,UGA_173101_P009_WA07,HS 080,2,6/19/24,T,10+,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,9,12,,,,32.42161,-83.43471,,
776,776,283-24,UGA_173101_P009_WB07,HS 116,4,7/1/24,B,10+,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,9,10,,,,32.55930,-83.45468,,
777,777,284-24,UGA_173101_P009_WC07,HS 120,5,7/8/24,T,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,9,9,,,,32.57003,-83.50392,,
778,778,285-24,UGA_173101_P009_WD07,HS 001,4,7/2/24,T,10+,,,,,,2024,7/2/24,Houston,CGA,Hair Snare,9,12,,,,32.38816,-83.67687,,
779,779,286-24,UGA_173101_P009_WE07,HS 073,2,6/19/24,T,10+,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,9,15,,,,32.45933,-83.47077,,
780,780,287-24,UGA_173101_P009_WF07,HS 123,2,6/18/24,T,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,9,10,,,,32.57586,-83.44059,,
781,781,288-24,UGA_173101_P009_WG07,HS 031,5,7/11/24,T,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,9,7,,,,32.45188,-83.53431,,
782,782,289-24,UGA_173101_P009_WH07,HS 038,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,3,,,,32.47396,-83.50776,,
783,783,290-24,UGA_173101_P009_WA08,HS 096,7,7/22/24,B,6 to 10,,,,,,2024,7/22/24,Twiggs,CGA,Hair Snare,9,5,,,,32.51902,-83.43392,,
784,784,291-24,UGA_173101_P009_WB08,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,10,,,,32.45800,-83.52334,,
785,785,292-24,UGA_173101_P009_WC08,HS 071,5,7/10/24,T,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,9,12,,,,32.45016,-83.47970,,
786,786,293-24,UGA_173101_P009_WD08,HS 030,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,20,,,,32.45655,-83.54399,,
787,787,294-24,UGA_173101_P009_WE08,HS 030,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,20,,,,32.45655,-83.54399,,
788,788,295-24,UGA_173101_P009_WF08,HS 021,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,9,15,,,,32.41182,-83.50189,,
789,789,296-24,UGA_173101_P009_WG08,HS 142,6,7/16/24,B,10+,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,9,20,,,,32.60973,-83.44509,,
790,790,297-24,UGA_173101_P009_WH08,HS 029,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,20,,,,32.45940,-83.55615,,
791,791,298-24,UGA_173101_P009_WB09,HS 045,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,17,,,,32.49782,-83.57367,,
792,792,299-24,UGA_173101_P009_WC09,HS 043,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,6,,,,32.48799,-83.54105,,
793,793,300-24,UGA_173101_P009_WD09,HS 024,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,10,,,,32.42724,-83.49291,,
794,794,301-24,UGA_173101_P009_WE09,HS 030,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,9,8,,,,32.45655,-83.54399,,
795,795,302-24,UGA_173101_P009_WG09,HS 047,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,20,,,,32.49640,-83.55613,,
796,796,303-24,UGA_173101_P009_WH09,HS 118,1,6/14/24,T,6 to 10,,,,,,2024,6/14/24,Twiggs,CGA,Hair Snare,9,7,,,,32.56782,-83.52305,,
797,797,304-24,UGA_173101_P009_WA10,HS 024,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,9,18,,,,32.42724,-83.49291,,
798,798,305-24,UGA_173101_P009_WB10,HS 086,4,7/3/24,T,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,9,20,,,,32.50180,-83.48859,,
799,799,306-24,UGA_173101_P009_WC10,HS 025,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,7,,,,32.43851,-83.49664,,
799,799,306-24,UGA_173101_P009_WF09,HS 025,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,7,,,,32.43851,-83.49664,,
800,800,307-24,UGA_173101_P009_WD10,HS 046,5,7/11/24,T,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,9,7,,,,32.50079,-83.56544,,
801,801,308-24,UGA_173101_P009_WE10,HS 033,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,19,,,,32.45800,-83.52334,,
802,802,309-24,UGA_173101_P009_WF10,HS 027,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,9,20,,,,32.44472,-83.50545,,
803,803,310-24,UGA_173101_P009_WG10,HS 028,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,15,,,,32.45919,-83.57036,,
804,804,311-24,UGA_173101_P009_WH10,HS 012,3,6/24/24,T,6 to 10,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,9,4,,,,32.39073,-83.56828,,
805,805,312-24,UGA_173101_P009_WA11,HS 111,5,7/8/24,B,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,9,12,,,,32.55092,-83.45768,,
806,806,313-24,UGA_173101_P009_WB11,HS 076,5,7/10/24,T,6 to 10,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,9,5,,,,32.47301,-83.43739,,
807,807,314-24,UGA_173101_P009_WC11,HS 142,2,6/18/24,B,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,9,5,,,,32.60973,-83.44509,,
808,808,315-24,UGA_173101_P009_WD11,HS 025,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,10,,,,32.43851,-83.49664,,
809,809,316-24,UGA_173101_P009_WE11,HS 142,4,7/2/24,B,10+,,,,,,2024,7/2/24,Twiggs,CGA,Hair Snare,9,12,,,,32.60973,-83.44509,,
810,810,317-24,UGA_173101_P009_WF11,HS 041,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,9,11,,,,32.48639,-83.57415,,
811,811,318-24,UGA_173101_P009_WG11,HS 025,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,9,13,,,,32.43851,-83.49664,,
812,812,320-24,UGA_173101_P009_WH11,HS 024,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,10,,,,32.42724,-83.49291,,
813,813,321-24,UGA_173101_P009_WA12,HS 032,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,9,2,,Only 2 follicles found but many hair ends cut,,32.45173,-83.51407,,
814,814,322-24,UGA_173101_P009_WB12,HS 017,6,7/16/24,B,6 to 10,,,,,,2024,7/16/24,Houston,CGA,Hair Snare,9,2,,,,32.40415,-83.54735,,
815,815,323-24,UGA_173101_P009_WD12,HS 083,3,6/26/24,B,10+,,,,,,2024,6/26/24,Twiggs,CGA,Hair Snare,9,1,,Only 1 follicle found but many hair ends cut,,32.48451,-83.48462,,
816,816,324-24,UGA_173101_P009_WE12,HS 005,6,7/16/24,B,10+,,,,,,2024,7/16/24,Houston,CGA,Hair Snare,9,2,,,,32.40774,-83.62762,,
817,817,325-24,UGA_173101_P009_WC12,HS 031,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,5,,,,32.45188,-83.53431,,
817,817,325-24,UGA_173101_P009_WF12,HS 031,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,9,6,,,,32.45188,-83.53431,,
818,818,326-24,UGA_173101_P009_WG12,HS 001,4,7/2/24,B,6 to 10,,,,,,2024,7/2/24,Houston,CGA,Hair Snare,9,4,,,,32.38816,-83.67687,,
819,819,327-24,UGA_173101_P009_WH12,HS 016,7,7/23/24,T,6 to 10,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,9,3,,,,32.39782,-83.53582,,
820,820,328-24,UGA_173101_P010_WA01,HS 082,6,7/17/24,T,6 to 10,,,,,,2024,7/17/24,Bleckley,CGA,Hair Snare,10,13,,,,32.44620,-83.43379,,
821,821,329-24,UGA_173101_P010_WB01,HS 034,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,6,,,,32.46086,-83.50418,,
822,822,330-24,UGA_173101_P010_WC01,HS 087,5,7/8/24,T,6 to 10,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,10,4,,,,32.50133,-83.47207,,
823,823,331-24,UGA_173101_P010_WD01,HS 045,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,10,21,,,,32.49782,-83.57367,,
824,824,332-24,UGA_173101_P010_WE01,HS 066,1,6/12/24,T,6 to 10,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,10,15,,,,32.42799,-83.46671,,
825,825,333-24,UGA_173101_P010_WF01,HS 017,3,6/25/24,T,6 to 10,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,10,12,,,,32.40415,-83.54735,,
826,826,334-24,UGA_173101_P010_WG01,HS 025,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,5,,,,32.43851,-83.49664,,
827,827,335-24,UGA_173101_P010_WH01,HS 008,7,7/23/24,T,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,10,20,,,,32.41673,-83.59290,,
828,828,336-24,UGA_173101_P010_WA02,HS 031,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,21,,,,32.45188,-83.53431,,
829,829,337-24,UGA_173101_P010_WB02,HS 065,2,6/19/24,T,10+,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,10,16,,,,32.42075,-83.45467,,
830,830,338-24,UGA_173101_P010_WC02,HS 120,5,7/8/24,B,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,10,17,,,,32.57003,-83.50392,,
831,831,339-24,UGA_173101_P010_WD02,HS 030,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,19,,,,32.45655,-83.54399,,
832,832,340-24,UGA_173101_P010_WE02,HS 002,2,6/18/24,B,10+,,,,,,2024,6/18/24,Houston,CGA,Hair Snare,10,20,,,,32.39388,-83.59598,,
833,833,341-24,UGA_173101_P010_WF02,HS 048,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,12,,,,32.50203,-83.54106,,
834,834,342-24,UGA_173101_P010_WG02,HS 027,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,7,,,,32.44472,-83.50545,,
835,835,343-24,UGA_173101_P010_WH02,HS 142,2,6/18/24,B,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,10,13,,,,32.60973,-83.44509,,
836,836,344-24,UGA_173101_P010_WA03,HS 033,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,10,15,,,,32.45800,-83.52334,,
837,837,345-24,UGA_173101_P010_WB03,HS 032,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,11,,,,32.45173,-83.51407,,
838,838,346-24,UGA_173101_P010_WC03,HS 031,3,6/27/24,B,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,7,,,,32.45188,-83.53431,,
839,839,347-24,UGA_173101_P010_WD03,HS 038,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,14,,,,32.47396,-83.50776,,
840,840,348-24,UGA_173101_P010_WE03,HS 051,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,20,,,,32.50791,-83.54721,,
841,841,349-24,UGA_173101_P010_WF03,HS 027,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,10,20,,,,32.44472,-83.50545,,
842,842,350-24,UGA_173101_P010_WG03,HS 017,3,6/25/24,T,6 to 10,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,10,14,,,,32.40415,-83.54735,,
843,843,351-24,UGA_173101_P010_WH03,HS 101,6,7/19/24,B,10+,,,,,,2024,7/19/24,Twiggs,CGA,Hair Snare,10,11,,,,32.50851,-83.39172,,
844,844,352-24,UGA_173101_P010_WB04,HS 086,4,7/3/24,B,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,10,20,,,,32.50180,-83.48859,,
845,845,353-24,UGA_173101_P010_WC04,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,20,,,,32.45800,-83.52334,,
846,846,354-24,UGA_173101_P010_WD04,HS 080,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,10,9,,,,32.42161,-83.43471,,
847,847,355-24,UGA_173101_P010_WE04,HS 029,5,7/11/24,B,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,10,13,,,,32.45940,-83.55615,,
848,848,356-24,UGA_173101_P010_WF04,HS 034,4,7/4/24,T,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,14,,,,32.46086,-83.50418,,
849,849,357-24,UGA_173101_P010_WG04,HS 139,2,6/18/24,B,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,10,4,,,,32.54836,-83.40818,,
850,850,358-24,UGA_173101_P010_WA04,HS 017,3,6/25/24,T,10+,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,10,20,,,,32.40415,-83.54735,,
850,850,358-24,UGA_173101_P010_WH04,HS 017,3,6/25/24,T,10+,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,10,20,,,,32.40415,-83.54735,,
851,851,359-24,UGA_173101_P010_WA05,HS 125,4,7/2/24,B,6 to 10,,,,,,2024,7/2/24,Twiggs,CGA,Hair Snare,10,7,,,,32.59260,-83.45650,,
852,852,360-24,UGA_173101_P010_WB05,HS 032,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,25,,,,32.45173,-83.51407,,
853,853,361-24,UGA_173101_P010_WC05,HS 041,1,6/13/24,T,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,4,,Not Good Follicles,,32.48639,-83.57415,,
854,854,362-24,UGA_173101_P010_WD05,HS 138,5,7/9/24,B,10+,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,10,4,,Not Good Follicles,,32.54842,-83.42124,,
855,855,363-24,UGA_173101_P010_WE05,HS 027,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,17,,,,32.44472,-83.50545,,
856,856,364-24,UGA_173101_P010_WF05,HS 077,5,7/9/24,T,6 to 10,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,10,6,,,,32.48167,-83.46453,,
857,857,365-24,UGA_173101_P010_WG05,HS 079,2,6/19/24,B,6 to 10,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,10,6,,,,32.49081,-83.43561,,
858,858,366-24,UGA_173101_P010_WH05,HS 012,3,6/24/24,T,6 to 10,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,10,8,,,,32.39073,-83.56828,,
859,859,368-24,UGA_173101_P010_WA06,HS 001,7,7/23/24,T,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,10,19,,,,32.38816,-83.67687,,
860,860,369-24,UGA_173101_P010_WB06,HS 142,2,6/18/24,B,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,10,15,,,,32.60973,-83.44509,,
861,861,370-24,UGA_173101_P010_WC06,HS 012,3,6/24/24,T,10+,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,10,11,,,,32.39073,-83.56828,,
862,862,371-24,UGA_173101_P010_WD06,HS 033,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,18,,,,32.45800,-83.52334,,
863,863,372-24,UGA_173101_P010_WE06,HS 045,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,7,,,,32.49782,-83.57367,,
864,864,373-24,UGA_173101_P010_WG06,HS 089,6,7/17/24,B,10+,,,,,,2024,7/17/24,Twiggs,CGA,Hair Snare,10,20,,,,32.50342,-83.43740,,
865,865,374-24,UGA_173101_P010_WH06,HS 066,1,6/12/24,B,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,10,14,,,,32.42799,-83.46671,,
866,866,375-24,UGA_173101_P010_WA07,HS 029,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,6,,,,32.45940,-83.55615,,
867,867,376-24,UGA_173101_P010_WB07,HS 048,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,5,,,,32.50203,-83.54106,,
868,868,377-24,UGA_173101_P010_WC07,HS 053,4,7/3/24,T,6 to 10,,,,,,2024,7/3/24,Pulaski,CGA,Hair Snare,10,14,,,,32.34322,-83.48255,,
869,869,378-24,UGA_173101_P010_WD07,HS 080,1,6/12/24,B,6 to 10,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,10,12,,,,32.42161,-83.43471,,
870,870,379-24,UGA_173101_P010_WE07,HS 087,2,6/17/24,T,10+,,,,,,2024,6/17/24,Twiggs,CGA,Hair Snare,10,6,,,,32.50133,-83.47207,,
871,871,380-24,UGA_173101_P010_WF07,HS 026,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,10,10,,,,32.44461,-83.52258,,
872,872,381-24,UGA_173101_P010_WG07,HS 048,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,10,14,,,,32.50203,-83.54106,,
873,873,382-24,UGA_173101_P010_WH07,HS 050,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,8,,Not Good Follicles,,32.50752,-83.55628,,
